REG_ANS;CNPJ;Razao_Social
386219;6,64935E+13;DENTAL CARE CLINICA ODONTOLOGICA LTDA
339458;3,54367E+13;DENTAL CENTER LTDA
300730;1,40229E+12;DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.
424676;5,87397E+13;DENTAL KLIN ASSISTENCIA ODONTOLOGICA LTDA
413747;4,21217E+12;DENTAL MASTER LTDA - EPP
314366;5,71628E+11;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.
424447;2,07352E+13;DENTAL SAUDE SUPREME PLANOS ODONTOLOGICOS LTDA
304484;7,87381E+13;DENTAL UNI - COOPERATIVA ODONTOLÓGICA
423050;4,31929E+13;DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA
333620;73193000100;DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA
401463;1,36493E+12;DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA
422975;3,95279E+13;DENTALMASTER LTDA
322890;2,15615E+12;DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.
416908;5,61667E+12;DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA
327867;1,0603E+12;DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA
414425;3,11341E+12;DENTSY ODONTOLOGIA S/S LTDA.
357669;1,99695E+13;DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL
423271;4,57686E+13;DIXMED ADMINISTRADORA DE BENEFICIOS LTDA 
349682;1,38763E+12;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.
365645;3,05055E+13;DONA SAÚDE CLINICAS LTDA 
423653;4,70584E+13;DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA
416282;7,8935E+12;E.X.M BRASIL SAÚDE LTDA
418927;1,73121E+13;EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA
421120;2,72521E+13;EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.
342611;4,93208E+13;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL
417343;3,92454E+13;ECS ADMINISTRADORA DE BENEFICIOS LTDA
423521;4,85785E+13;EGRÉGORA  ADMINISTRADORA DE BENEFICIOS S/A
422070;3,48443E+13;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE
424544;5,84346E+13;ELITE SAUDE SERVICOS MEDICOS LTDA.
417297;1,15938E+13;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE
400891;3,52294E+11;EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA
395480;3,71354E+13;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.
424625;6,09676E+13;ESPERANÇA OPERADORA DE PLANOS DE SAÚDE LTDA
422576;3,74424E+13;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.
417441;1,85611E+12;EV ADMINISTRADORA DE BENEFÍCIOS LTDA
401480;2,98963E+12;EVANGELICO SAUDE LTDA.
423700;4,97541E+13;EVO SAUDE ASSISTENCIA MEDICA LTDA
423785;5,11075E+13;EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA 
421642;3,17633E+13;EXCELÊNCIA PLANO DE SAÚDE S/A
424471;5,83637E+13;EXCLUSIVO ODONTO ASSISTENCIA ODONTOLOGICA LTDA
414204;1,74799E+12;EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA
423777;1,16419E+13;FEBRAFITE SAUDE
423581;4,93909E+13;FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA
415626;7,27063E+12;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA
313971;8,41125E+13;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA
410888;3,63778E+12;FILOSANITAS SAUDE LTDA
421847;3,31056E+13;FOCO ADMINISTRADORA DE BENEFICIOS LTDA
423921;5,21749E+13;FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA
419818;9,0305E+12;FR PLANO ODONTOLÓGICO LTDA
370592;2,6183E+12;FUNASA SAÚDE
329665;5,80481E+11;FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV
410292;6,04994E+13;FUNDACAO LEONOR DE BARROS CAMARGO
307751;1,25853E+13;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV
315567;6,60903E+11;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG
346926;6,28107E+11;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA
315044;8,2957E+13;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS
315478;6,24651E+13;FUNDAÇÃO CESP
317233;4,21602E+13;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL
355151;7,50549E+13;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL
339636;3,97695E+11;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES
420701;2,5064E+13;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL
311359;3,04148E+11;FUNDAÇÃO DE SAÚDE ITAIGUAPY
330809;3,17876E+13;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST
418285;1,28388E+13;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR
323942;2,6151E+13;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO
378216;2,01195E+13;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL
418501;1,44086E+13;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA
338648;7,73759E+13;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL
312126;7,38094E+13;FUNDAÇÃO SAÚDE ITAÚ
339954;1,98784E+13;FUNDAÇÃO SÃO FRANCISCO XAVIER
418129;1,30261E+13;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO
414689;4,83909E+12;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC
409286;6,86877E+13;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA
419443;1,6693E+13;G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME
407011;2,00992E+12;GAMA SAUDE LTDA.
343064;4,55726E+13;GARANTIA DE SAÚDE LTDA
419931;1,05478E+13;GEAC - GERENCIAMENTO EMPRESARIAL LTDA
323080;3,65843E+12;GEAP AUTOGESTÃO EM SAÚDE
424226;3,97345E+13;GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.
423076;4,36073E+13;GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA
416819;5,85123E+13;GKN DO BRASIL LTDA
422258;3,10692E+13;GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA
422681;4,01873E+13;GOCARE PLANOS DE SAUDE LTDA
423726;5,03542E+13;GOLD PLAN EMPREENDIMENTOS LTDA
424587;6,04205E+13;GRINGO PLANOS ODONTOLOGICOS LTDA
309222;3,19255E+13;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA
413160;4,16572E+12;GS PLANO GLOBAL DE SAÚDE LTDA
350249;2,66851E+12;H.B. SAÚDE S/A.
423122;2,09732E+13;H2U ADMINISTRADORA DE BENEFICIOS LTDA.
368253;6,35541E+13;HAPVIDA ASSISTENCIA MEDICA S.A.
414352;5,01132E+12;HBC SAÚDE LTDA.
417611;1,08464E+13;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA
421723;2,70473E+13;HEALTH-MED SISTEMA DE SAUDE LTDA
424749;6,19047E+13;HEALTHY LIFE ADMINISTRADORA DE BENEFICIOS LTDA
419303;1,89189E+13;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME
423670;4,99608E+13;HES PLANO DE SAUDE LTDA
424137;5,45791E+13;HOME ADMINISTRADORA DE BENEFÍCIOS LTDA
416398;8,85918E+11;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA
314706;2,22631E+13;HOSPITAL CESAR LEITE
420930;7,78935E+13;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO
424391;9,20305E+13;HOSPITAL DE CLÍNICAS DE PASSO FUNDO
341941;9,06198E+13;HOSPITAL DE PRONTOCLINICA LTDA.
421626;1,66765E+13;HOSPITAL MATER DEI SA 
424129;3,28451E+12;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO
363189;3,04449E+12;HOSPITAL S.P. LTDA.
342955;2,97804E+13;HSMED SAUDE LTDA
423343;4,63166E+13;HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA 
348180;9,56422E+13;HUMANA SAÚDE LTDA.
357511;3,61325E+11;HUMANA SAÚDE NORDESTE LTDA. 
417050;9,29804E+12;IBBCA 2008 GESTÃO EM SAÚDE LTDA
423840;5,1381E+13;IDEAL ADMINISTRADORA DE BENEFICIOS LTDA
414921;1,17675E+12;IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.
420751;2,60322E+13;IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA
414557;1,64829E+13;IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME
421812;3,00955E+13;IMPETU ADMINISTRADORA DE BENEFICIOS LTDA
418277;1,34124E+13;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA
329282;3,22818E+11;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB
423564;4,27859E+13;INFINITY SAÚDE SUPLEMENTAR LTDA
423572;4,89823E+13;INNOVA PLANO DE SAUDE LTDA
420301;2,52918E+13;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME
419427;9,28277E+13;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM
419010;3,5189E+12;INSTITUTO CURITIBA DE SAÚDE
414981;7,52137E+12;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.
415260;5,59705E+12;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA
424439;5,84189E+13;INTEGRA ADMINISTRADORA DE BENEFICIOS LTDA
423173;4,44778E+13;INTEGRA ASSISTENCIA MEDICA SA
418340;1,3523E+13;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.
359394;6,02552E+13;INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.
423939;5,36544E+13;INTEGRALCARE PLANOS DE SAUDE LTDA
417998;1,19806E+13;INTERBRASIL ADMINISTRADORA DE BENEFICIOS  DE SAUDE LTDA
420841;2,26947E+13;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA
312282;6,24767E+13;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA
421375;2,99589E+13;INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA
423424;3,52886E+13;IPRESB - INSTITUTO DE PREVENÇÃO EM SAÚDE BUCAL LTDA
319422;5,14737E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA
333875;2,32789E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS
354562;5,43706E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA
347655;5,63842E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO
321320;7,21272E+13;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI
329355;5,51899E+13;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA
333808;5,28521E+13;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO
336831;7,91158E+13;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ
366234;3,95988E+11;ITAIPU BINACIONAL
884;4,46308E+12;ITAUSEG SAÚDE S.A.
423211;4,43019E+13;J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA
422029;3,4539E+13;KLINI PLANOS DE SAÚDE LTDA
424323;5,73522E+13;LAGO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA
419095;1,78274E+13;LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.
424358;4,27286E+13;LD RODRIGUES LTDA
364592;2,12778E+12;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.
422339;3,65032E+13;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A
418706;1,56489E+13;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA
418595;1,44681E+13;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.
414492;4,55803E+12;LIFE EMPRESARIAL SAÚDE LTDA.
424731;6,09323E+13;LIFE PLANS ADMINISTRADORA DE BENEFICIOS LTDA 
423688;5,11032E+13;LIFEMED ADMINISTRADORA DE BENEFICIOS LTDA
418536;1,40956E+13;LIKE DENTAL PLANOS ODONTOLÓGICOS SS LTDA
379280;8,46662E+11;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A
421685;3,09275E+13;LIVEN PRESTADORA DE SERVIÇOS LTDA
422479;3,91494E+13;LIVRI OPERADORA DE PLANO DE SAÚDE LTDA
418374;1,18281E+13;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE
412490;5,05467E+12;LÍDER COMÉRCIO E INDÚSTRIA LTDA.
416835;7,87346E+12;MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA
349291;1,5416E+12;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA
419516;1,96917E+13;MAIS SAUDE S/A
415065;3,95266E+11;MAIS SAÚDE PLANO DE SAÚDE LTDA
418048;1,27068E+13;MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA
417564;1,10553E+13;MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.
420964;2,67011E+13;MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA
329967;8,44669E+11;MATTOS ODONTOLOGIA LTDA
416495;5,04329E+13;MATÃO CLINICAS & AMHMA SAÚDE LTDA
424196;5,73035E+13;MAXIMED PLANOS DE SAUDE LTDA
417696;1,12353E+13;MAXMED ADMINISTRADORA DE BENEFICIOS LTDA
424064;3,54902E+13;MB PLANOS DE SAÚDE LTDA
423611;4,88259E+13;MED CARE ADMINISTRADORA DE BENEFICIOS LTDA
419559;2,06138E+13;MED CORP SAÚDE CORPORATIVA LTDA - EPP
328537;4,53863E+11;MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.
422797;4,10585E+13;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA
419753;1,45768E+13;MEDGOLD ASSISTENCIA MEDICA LTDA - ME
421367;2,83108E+13;MEDHEALTH PLANOS DE SAÚDE LTDA
420859;2,61148E+13;MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A
411868;3,54827E+12;MEDIC GLOBAL PLANOS DE SAÚDE LTDA.
424331;5,36544E+13;MEDICAL LIFE PLANOS DE SAÚDE LTDA
333689;5,77465E+13;MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.
424099;5,45424E+13;MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA
421391;2,96541E+13;MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA
424307;5,57072E+13;MERIDIAN ADMINISTRADORA DE BENEFÍCIOS LTDA
406481;3,27383E+12;METLIFE PLANOS ODONTOLÓGICOS LTDA.
380661;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL
424757;6,24932E+13;METTA ADMINISTRADORA DE BENEFICIOS LTDA
412015;3,6703E+12;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA
416703;4,25093E+13;MINERAÇÃO CARAÍBA S/A
422061;3,50565E+13;MMS ADMINISTRADORA DE BENEFICIOS LTDA
421677;2,89913E+13;MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA
420140;2,38211E+13;MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS
351351;1,30608E+12;MULTI - BUCAL ODONTOLOGIA LTDA - LTDA
418650;3,04601E+13;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO
304441;1,86779E+12;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.
421286;2,19775E+13;NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA
415057;2,94942E+12;NEWKLIN ODONTOCLÍNICA LTDA. ME.
421146;2,83116E+13;NEXO - ADMINISTRADORA DE BENEFICIOS LTDA
305928;2,85817E+12;NOSAMED ASSISTÊNCIA MÉDICA LTDA.
372609;2,86245E+12;NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.
348520;6,25503E+13;NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.
359017;4,46498E+13;NOTRE DAME INTERMÉDICA SAÚDE S.A.
423661;5,08761E+13;NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA
424561;5,95454E+13;NOVAMED PLANOS DE SAUDE LTDA
417840;2,91994E+12;NOVODENTE S/A
352888;4,25159E+13;NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP
422754;4,02469E+13;ODILE SERVIÇOS DE SAÚDE LTDA.
422088;3,49072E+13;ODONT-OPERADORA ODONTOLOGICA LTDA
421464;8,96111E+12;ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA
310981;4,02239E+13;ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.
312321;5,15717E+11;ODONTO JARAGUÁ LTDA
406414;1,46803E+12;ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.
422851;3,6765E+13;ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO LTDA
422622;3,61944E+13;ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.
405671;9,23958E+13;ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA
418994;1,70489E+13;ODONTO PRIME S/S LTDA
419281;1,48919E+13;ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.
414387;3,18791E+12;ODONTOART PLANOS ODONTOLÓGICOS LTDA
344486;1,20898E+12;ODONTOBASE PLANOS DE SAUDE LTDA.
423491;4,73133E+13;ODONTOBRAS PLANOS ODONTOLOGICOS LTDA
418111;9,45235E+13;ODONTOCLINICA RCC LTDA. S/S
422924;4,06502E+13;ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA
389854;2,75146E+12;ODONTOGROUP SISTEMA DE SAÚDE LTDA.
417831;1,03641E+13;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.
419184;1,54419E+13;ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME
419583;1,7211E+13;ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA
301949;5,81192E+13;ODONTOPREV S/A
412040;3,61946E+11;ODONTOREAL LTDA.
416738;8,70898E+12;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A
422185;3,64147E+13;OLIVA ADMINISTRADORA DE BENEFICIOS LTDA
424030;5,29179E+13;OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.
359661;4,46734E+13;OMINT SERVIÇOS DE SAÚDE S.A.
304212;9,22406E+13;ON MED ASSISTÊNCIA MÉDICA LTDA
422673;3,73039E+13;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA
420743;2,51866E+13;OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA
419699;2,09184E+13;OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA
318477;2,88847E+12;OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.
354511;2,77474E+12;OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA
418226;1,38163E+13;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA
418200;8,33356E+13;ORAL BLUE LTDA
418447;4,9421E+12;ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA
366510;1,97237E+12;ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA
412996;3,99091E+12;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA
420972;2,6766E+13;ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA
404772;1,62833E+12;ORION ODONTOLOGIA LTDA
416371;7,4798E+12;ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA
419991;1,84962E+13;OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME
423483;4,38739E+13;P4H GESTAO DE BENEFICIOS LTDA
315265;8,23531E+13;PARANA ASSISTENCIA MEDICA LTDA
415782;7,07556E+12;PARRA ODONTOLOGIA LTDA
331988;3,94198E+13;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE
420778;1,49388E+13;PASSPORT SYSTEM ODONTOLOGIA LTDA
422584;3,82725E+13;PB ASSISTENCIA MEDICA EU LTDA
422355;3,61866E+13;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA
421774;3,04952E+13;PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A
421707;3,10979E+13;PERSONAL CARE OPERADORA DE SAÚDE SA
310239;1,71468E+13;PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA
419486;1,7898E+13;PLADISA PLANOS DE SAÚDE SA
343463;1,55945E+13;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA
413551;4,29999E+12;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA
423882;5,20413E+13;PLAMEDH PLANOS DE SAÚDE LTDA
324299;6,86827E+13;PLAMER PLANO MEDICO RESENDE LTDA
419974;1,9512E+13;PLAMESC PLANOS DE SAÚDE LTDA
424200;5,61972E+13;PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA
363391;2,51394E+12;PLANO ASSISTENCIAL SÃO LUCAS LTDA
382281;2,20273E+13;PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA
417106;1,07672E+13;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME
411582;3,63822E+12;PLANO DE SAUDE ASES LTDA.
360244;2,86436E+12;PLANO DE SAÚDE ANA COSTA LTDA.
420166;2,46459E+13;PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA
411256;3,01107E+12;PLANO HOSPITAL SAMARITANO LTDA
415936;5,98317E+12;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.
423408;2,91173E+13;PLANO SIGMA SAÚDE LTDA
415987;4,43063E+12;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA
416517;2,7043E+12;PLANODENTE LTDA.
418986;1,17929E+13;PLATINUM ADMINISTRADORA DE BENEFICIOS
420956;2,76577E+13;PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME
348830;3,38763E+11;PLENA SAÚDE S.A.
403458;1,46089E+12;PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.
423441;4,74321E+13;PLENUM ASSISTENCIA MEDICA  LTDA
418552;9,75538E+13;PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA
417751;1,12759E+13;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.
351270;2,89692E+12;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA
415693;4,20201E+12;POLICLIN SAÚDE S/A.
316903;9,35079E+13;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA
415081;6,14543E+12;PORTO DIAS SAUDE LTDA.
582;4,54001E+12;PORTO SEGURO - SEGURO SAÚDE S/A
418625;1,39917E+13;PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.
417491;1,1566E+13;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA
420280;2,50061E+13;POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA
419133;1,82751E+13;POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS
421413;2,81874E+13;PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME
422959;4,19293E+13;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA
384844;2,07228E+12;PREST ODONTO LTDA
413267;4,23406E+12;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.
302147;4,61479E+11;PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA
421804;2,9628E+13;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA
374440;5,62699E+13;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A
403636;3,07324E+12;PREVINA ODONTOLOGIA LTDA
418307;1,39513E+13;PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.
416525;8,78778E+12;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA
424617;5,92741E+13;PRIME PLANOS DE SAUDE LTDA
424161;4,91687E+13;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.
310522;2,75292E+12;PROASA SAÚDE
424251;5,62111E+13;PROLIFE ADMINISTRADORA  DE SAUDE LTDA
326861;1,52149E+13;PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.
417475;5,16284E+13;PRONTO SOCORRO CONDE DE MOREIRA LIMA
305626;2,26663E+13;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A
301728;2,01686E+13;PRONTOMED PLANOS DE SAÚDE LTDA
421383;2,98464E+13;PROPULSÃO PLANOS ODONTOLÓGICOS LTDA
422533;3,53653E+13;PROVER ODONTOLOGIA LTDA
423998;5,40252E+13;PROVIDENCE ADMINISTRADORA DE BENEFICIOS LTDA
422193;3,51486E+13;PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA
424641;6,01806E+13;PRÓ-SAÚDE ADMINISTRADORA  DE BENEFICIOS LTDA
422703;3,25432E+13;PS ASSISTENCIA LTDA
420999;2,73235E+13;QUALI ADMINISTRADORA DE BENEFÍCIOS S/A
417173;7,6581E+12;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.
419290;1,76984E+13;QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.
417131;1,04567E+13;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA 
421243;2,84009E+13;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME
418170;9,4338E+12;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.
419389;1,96795E+13;QV BENEFÍCIOS EM SAÚDE LTDA
420271;2,52052E+13;R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA
418196;1,3786E+13;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.
418862;6,87379E+13;RBS PARTICIPAÇÕES S/A
331317;3,42698E+13;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL
423513;4,21152E+13;REAL GRANDEZA SAÚDE
